Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
22428,2,Family Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22429,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,,5.0,5.0,yes
22430,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
22431,9,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
22432,2,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22433,8,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,,,5.0,yes
22434,1,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,,,5.0,yes
22435,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
22436,9,Couple Leisure,Economy Class,5.0,5.0,,5.0,5.0,,5.0,yes
22437,1,Business,Economy Class,3.0,2.0,,1.0,,,2.0,no
22438,9,Couple Leisure,Economy Class,4.0,5.0,,5.0,,4.0,5.0,yes
22439,8,Family Leisure,Economy Class,4.0,4.0,,4.0,,,4.0,yes
22440,1,Business,Economy Class,5.0,5.0,,5.0,5.0,,5.0,yes
22441,9,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22442,8,Couple Leisure,Economy Class,4.0,4.0,,4.0,,,3.0,yes
22443,1,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,,,5.0,yes
22444,8,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,3.0,3.0,4.0,yes
22445,8,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,5.0,4.0,yes
22446,1,Family Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
22447,8,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,4.0,5.0,yes
22448,9,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,5.0,5.0,yes
22449,8,Business,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22450,8,Couple Leisure,Economy Class,3.0,5.0,4.0,4.0,,,4.0,yes
22451,8,Family Leisure,Economy Class,4.0,5.0,3.0,4.0,5.0,,5.0,yes
22452,9,Couple Leisure,Economy Class,4.0,5.0,,4.0,,,5.0,yes
22453,9,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22454,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,5.0,5.0,yes
22455,8,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,,,5.0,yes
22456,8,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,3.0,3.0,5.0,yes
22457,9,Family Leisure,Economy Class,5.0,5.0,,5.0,5.0,5.0,5.0,yes
22458,1,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22459,5,Couple Leisure,Economy Class,4.0,4.0,3.0,3.0,,,3.0,yes
22460,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,,1.0,1.0,no
22461,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22462,7,Couple Leisure,Economy Class,5.0,5.0,,5.0,,4.0,5.0,yes
22463,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,4.0,5.0,yes
22464,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22465,9,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22466,7,Solo Leisure,Economy Class,4.0,4.0,,5.0,4.0,,4.0,yes
22467,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,,5.0,yes
22468,9,Couple Leisure,Economy Class,4.0,5.0,,4.0,,,4.0,yes
22469,8,Couple Leisure,Economy Class,3.0,5.0,,4.0,,3.0,4.0,yes
22470,8,Couple Leisure,Economy Class,3.0,4.0,,4.0,4.0,1.0,4.0,yes
22471,1,Couple Leisure,Economy Class,4.0,5.0,,5.0,4.0,5.0,5.0,yes
22472,1,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,,,5.0,yes
22473,1,Family Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22474,8,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
22475,8,Couple Leisure,Economy Class,4.0,5.0,3.0,4.0,2.0,3.0,5.0,yes
22476,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22477,1,Couple Leisure,Economy Class,3.0,3.0,,2.0,,,1.0,no
22478,1,Family Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22479,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22480,7,Solo Leisure,Economy Class,3.0,4.0,,4.0,,,4.0,yes
22481,9,Couple Leisure,Economy Class,3.0,4.0,4.0,3.0,,,5.0,yes
22482,1,Couple Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22483,1,Couple Leisure,Economy Class,2.0,1.0,,1.0,1.0,,1.0,no
22484,1,Solo Leisure,Economy Class,2.0,1.0,,2.0,,,1.0,no
22485,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22486,5,Couple Leisure,Economy Class,4.0,1.0,1.0,1.0,4.0,4.0,3.0,no
22487,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22488,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22489,1,Couple Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22490,1,Couple Leisure,Economy Class,3.0,2.0,,1.0,,,1.0,no
22491,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22492,1,Business,Economy Class,2.0,3.0,,1.0,,,1.0,no
22493,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22494,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22495,3,Couple Leisure,Economy Class,3.0,4.0,,2.0,,,2.0,no
22496,1,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,,1.0,no
22497,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22498,9,Family Leisure,Economy Class,4.0,4.0,3.0,4.0,4.0,3.0,5.0,yes
22499,1,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22500,2,Couple Leisure,Economy Class,4.0,3.0,,1.0,,,1.0,no
22501,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22502,9,Solo Leisure,Economy Class,4.0,5.0,3.0,4.0,4.0,4.0,5.0,yes
22503,9,Couple Leisure,Economy Class,4.0,4.0,,5.0,,,5.0,yes
22504,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22505,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22506,1,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
22507,9,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,3.0,1.0,5.0,yes
22508,9,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,4.0,yes
22509,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22510,9,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
22511,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22512,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22513,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22514,1,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,,,1.0,no
22515,1,Couple Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
22516,1,Family Leisure,Economy Class,4.0,3.0,,1.0,,,1.0,no
22517,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
22518,1,Family Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22519,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22520,8,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,,3.0,5.0,yes
22521,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22522,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no
22523,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
22524,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22525,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22526,1,Family Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no
22527,2,Solo Leisure,Economy Class,3.0,3.0,2.0,3.0,2.0,1.0,3.0,no
22528,1,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
22529,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
22530,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
22531,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22532,2,Family Leisure,Economy Class,2.0,3.0,,3.0,,,2.0,no
22533,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,1.0,1.0,no
22534,3,Couple Leisure,Economy Class,3.0,1.0,,4.0,,2.0,3.0,no
22535,1,Couple Leisure,Economy Class,2.0,,,1.0,,,1.0,no
22536,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22537,5,Business,Economy Class,2.0,3.0,,4.0,,,2.0,no
22538,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22539,9,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,5.0,4.0,yes
22540,1,Couple Leisure,Economy Class,2.0,,,1.0,,,1.0,no
22541,3,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,,1.0,no
22542,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,1.0,1.0,no
22543,1,Family Leisure,Economy Class,,,,,,,1.0,no
22544,2,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,1.0,3.0,no
22545,5,Family Leisure,Economy Class,1.0,3.0,2.0,4.0,,,4.0,yes
22546,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22547,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22548,2,Solo Leisure,Economy Class,3.0,5.0,,2.0,,,1.0,no
22549,1,Business,Economy Class,4.0,4.0,3.0,1.0,1.0,1.0,1.0,no
22550,1,Couple Leisure,Economy Class,3.0,4.0,,1.0,,,1.0,no
22551,1,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,4.0,5.0,yes
22552,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22553,2,Solo Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
22554,1,Family Leisure,Economy Class,3.0,4.0,,1.0,,,1.0,no
22555,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22556,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22557,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22558,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22559,1,Business,Economy Class,2.0,2.0,,1.0,,,2.0,no
22560,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22561,1,Couple Leisure,Economy Class,1.0,1.0,,2.0,,,1.0,no
22562,1,Family Leisure,Economy Class,,,,,,,1.0,no
22563,2,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,,,1.0,no
22564,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,1.0,2.0,no
22565,1,Couple Leisure,Economy Class,2.0,3.0,,2.0,1.0,1.0,2.0,no
22566,1,Solo Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22567,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22568,2,Solo Leisure,Economy Class,1.0,3.0,,1.0,,,1.0,no
22569,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22570,3,Business,Economy Class,3.0,3.0,3.0,3.0,,,3.0,no
22571,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,,,2.0,no
22572,1,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
22573,4,Solo Leisure,Economy Class,3.0,4.0,,1.0,,,2.0,no
22574,3,Business,Economy Class,3.0,1.0,,3.0,,,3.0,no
22575,9,Solo Leisure,Economy Class,5.0,5.0,3.0,4.0,,5.0,4.0,yes
22576,2,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22577,1,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,,1.0,no
22578,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
22579,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22580,1,Couple Leisure,Economy Class,1.0,,,1.0,,,1.0,no
22581,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22582,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
22583,3,Solo Leisure,Economy Class,3.0,5.0,,1.0,,,4.0,no
22584,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22585,8,Solo Leisure,Economy Class,2.0,3.0,,5.0,,,5.0,yes
22586,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
22587,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,2.0,no
22588,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22589,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22590,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22591,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22592,3,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22593,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
22594,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22595,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22596,1,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22597,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
22598,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22599,1,Solo Leisure,Economy Class,1.0,1.0,,4.0,,,1.0,no
22600,2,Business,Economy Class,4.0,3.0,,1.0,1.0,1.0,2.0,no
22601,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22602,2,Business,Economy Class,1.0,5.0,2.0,2.0,,,3.0,no
22603,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22604,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22605,1,Solo Leisure,Economy Class,1.0,1.0,,3.0,,,1.0,no
22606,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22607,1,Family Leisure,Economy Class,,,,,,,1.0,no
22608,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22609,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,,5.0,5.0,yes
22610,1,Family Leisure,Economy Class,,,,,,,1.0,no
22611,2,Family Leisure,Economy Class,,,,,,,1.0,no
22612,1,Couple Leisure,Economy Class,1.0,3.0,,1.0,,,2.0,no
22613,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22614,1,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,1.0,5.0,yes
22615,7,Solo Leisure,Economy Class,2.0,5.0,3.0,5.0,3.0,,4.0,yes
22616,3,Couple Leisure,Economy Class,2.0,1.0,2.0,2.0,2.0,,2.0,no
22617,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,2.0,,1.0,no
22618,1,Solo Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no
22619,7,Solo Leisure,Economy Class,3.0,5.0,4.0,5.0,1.0,,5.0,yes
22620,1,Solo Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
22621,1,Business,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no
22622,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,,1.0,no
22623,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22624,2,Family Leisure,Economy Class,1.0,1.0,2.0,3.0,1.0,,1.0,no
22625,2,Solo Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,1.0,2.0,no
22626,3,Family Leisure,Economy Class,2.0,2.0,2.0,4.0,1.0,,3.0,no
22627,8,Couple Leisure,Business Class,4.0,4.0,4.0,4.0,3.0,,4.0,yes
22628,7,Couple Leisure,Economy Class,2.0,3.0,2.0,4.0,2.0,,4.0,yes
22629,8,Family Leisure,Economy Class,5.0,5.0,,5.0,,,4.0,yes
22630,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,1.0,1.0,no
22631,1,Solo Leisure,Economy Class,3.0,4.0,,1.0,,,4.0,no
22632,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22633,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22634,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22635,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22636,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22637,1,Couple Leisure,Economy Class,1.0,4.0,,1.0,,,1.0,no
22638,2,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22639,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22640,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22641,2,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
22642,1,Couple Leisure,Economy Class,3.0,3.0,,3.0,,,1.0,no
22643,1,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,,,1.0,no
22644,9,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,,,4.0,yes
22645,9,,Economy Class,3.0,4.0,0.0,,0.0,,4.0,yes
22646,1,,Economy Class,5.0,5.0,3.0,,0.0,,3.0,yes
22647,4,,,,,,,,,,no
22648,n,,,,,,,,,,no
22649,n,,,,,,,,,,no
22650,n,,,,,,,,,,no
22651,n,,,,,,,,,,no
22652,1,Family Leisure,Economy Class,3.0,3.0,,3.0,,,1.0,no
22653,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22654,1,Business,Economy Class,,,,1.0,,,1.0,no
22655,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22656,7,Solo Leisure,Economy Class,2.0,2.0,,3.0,,,2.0,yes
22657,1,Business,Economy Class,2.0,1.0,,1.0,,,1.0,no
22658,1,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22659,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22660,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22661,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
22662,2,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,,,1.0,no
22663,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22664,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22665,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22666,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,,1.0,no
22667,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22668,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22669,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,1.0,,1.0,no
22670,2,Solo Leisure,Economy Class,3.0,3.0,,2.0,,,1.0,no
22671,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22672,1,Family Leisure,Economy Class,,,,,,,1.0,no
22673,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
22674,9,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,,,5.0,yes
22675,1,Business,Economy Class,,,,1.0,,,1.0,no
22676,3,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,3.0,no
22677,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22678,2,Business,Economy Class,3.0,2.0,,3.0,,,1.0,no
22679,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22680,7,Family Leisure,Economy Class,3.0,4.0,2.0,4.0,,,5.0,yes
22681,3,Family Leisure,Economy Class,4.0,4.0,,1.0,,,1.0,no
22682,1,Couple Leisure,Economy Class,,,,,,,1.0,no
22683,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22684,7,Couple Leisure,Economy Class,4.0,4.0,,5.0,,,4.0,yes
22685,7,Couple Leisure,Economy Class,4.0,4.0,,5.0,,,4.0,yes
22686,1,Family Leisure,Economy Class,3.0,1.0,,1.0,,,1.0,no
22687,1,Solo Leisure,Economy Class,4.0,4.0,,4.0,,,3.0,yes
22688,8,Solo Leisure,Economy Class,4.0,4.0,,4.0,,,3.0,yes
22689,7,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,3.0,yes
22690,2,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22691,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,2.0,no
22692,6,Solo Leisure,Economy Class,3.0,3.0,,3.0,,,3.0,yes
22693,1,Couple Leisure,Economy Class,1.0,1.0,,2.0,,,1.0,no
22694,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22695,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22696,6,Solo Leisure,Economy Class,3.0,2.0,,3.0,,,4.0,no
22697,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,3.0,no
22698,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22699,2,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22700,2,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22701,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22702,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22703,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,1.0,1.0,1.0,no
22704,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22705,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
22706,2,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22707,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
22708,1,Solo Leisure,Economy Class,1.0,,,1.0,,,1.0,no
22709,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22710,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22711,1,Solo Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,2.0,1.0,no
22712,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22713,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
22714,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
22715,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22716,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22717,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22718,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22719,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22720,1,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
22721,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,yes
22722,1,Family Leisure,Economy Class,,,,,,,1.0,no
22723,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
22724,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22725,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22726,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22727,9,Couple Leisure,Economy Class,5.0,5.0,3.0,4.0,,,5.0,yes
22728,1,Family Leisure,Economy Class,1.0,2.0,2.0,2.0,1.0,1.0,2.0,no
22729,1,Couple Leisure,Economy Class,5.0,5.0,,4.0,,,5.0,yes
22730,1,Solo Leisure,Economy Class,,,,,,,1.0,no
22731,1,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22732,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22733,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22734,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
22735,1,Family Leisure,Economy Class,,,,,,,1.0,no
22736,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22737,1,Solo Leisure,Economy Class,2.0,,,1.0,,,1.0,no
22738,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22739,3,Family Leisure,Economy Class,2.0,4.0,,2.0,,,2.0,no
22740,8,Couple Leisure,Economy Class,4.0,3.0,,5.0,,,5.0,yes
22741,9,Couple Leisure,Economy Class,5.0,3.0,,4.0,,,4.0,yes
22742,3,Couple Leisure,Economy Class,2.0,3.0,,3.0,,,2.0,no
22743,1,Couple Leisure,Economy Class,4.0,4.0,,4.0,,,5.0,yes
22744,1,Couple Leisure,Economy Class,5.0,4.0,,5.0,,,5.0,yes
22745,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22746,2,Family Leisure,Economy Class,1.0,1.0,,3.0,,,1.0,no
22747,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22748,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22749,1,Solo Leisure,Economy Class,1.0,3.0,,1.0,,,1.0,no
22750,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22751,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22752,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,,,3.0,no
22753,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
22754,1,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
22755,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
22756,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,1.0,,1.0,no
22757,9,Solo Leisure,Economy Class,5.0,4.0,,4.0,,,5.0,yes
22758,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
22759,2,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
22760,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
22761,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
22762,1,Solo Leisure,Economy Class,1.0,1.0,,2.0,,,2.0,no
