Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
8856,3,Business,Economy Class,3.0,4.0,2.0,3.0,4.0,,2.0,no
8857,5,Solo Leisure,Business Class,3.0,3.0,2.0,3.0,2.0,,3.0,yes
8858,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
8859,6,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,3.0,2.0,3.0,no
8860,1,Couple Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,,3.0,no
8861,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
8862,9,Solo Leisure,Economy Class,4.0,4.0,5.0,4.0,4.0,,4.0,yes
8863,3,Solo Leisure,Economy Class,2.0,3.0,3.0,1.0,2.0,1.0,2.0,no
8864,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
8865,9,Family Leisure,Economy Class,4.0,5.0,5.0,3.0,5.0,3.0,4.0,yes
8866,2,Solo Leisure,Economy Class,1.0,5.0,5.0,1.0,1.0,1.0,2.0,no
8867,1,Solo Leisure,Economy Class,3.0,1.0,3.0,1.0,3.0,1.0,1.0,no
8868,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8869,1,Solo Leisure,Economy Class,2.0,1.0,3.0,2.0,2.0,2.0,2.0,no
8870,1,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,3.0,4.0,yes
8871,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
8872,1,Family Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,1.0,1.0,no
8873,4,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,,3.0,no
8874,7,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,3.0,,4.0,yes
8875,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
8876,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8877,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
8878,2,Family Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,,1.0,no
8879,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,3.0,1.0,no
8880,9,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,,5.0,yes
8881,5,Family Leisure,Economy Class,3.0,2.0,3.0,4.0,3.0,2.0,2.0,no
8882,9,Business,Economy Class,4.0,5.0,,4.0,2.0,,5.0,yes
8883,4,Solo Leisure,Economy Class,3.0,3.0,2.0,4.0,2.0,,3.0,no
8884,1,Couple Leisure,Economy Class,1.0,1.0,2.0,3.0,1.0,1.0,1.0,no
8885,7,Family Leisure,Economy Class,2.0,4.0,4.0,5.0,2.0,1.0,4.0,yes
8886,1,Couple Leisure,Economy Class,,,,,,,1.0,no
8887,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8888,3,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8889,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8890,2,Solo Leisure,Economy Class,,,,,,,1.0,no
8891,4,Business,Business Class,5.0,5.0,5.0,5.0,,,3.0,yes
8892,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,3.0,no
8893,6,Couple Leisure,Business Class,4.0,3.0,1.0,3.0,4.0,,4.0,yes
8894,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8895,1,Family Leisure,Economy Class,,,,,,,1.0,no
8896,1,Business,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no
8897,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
8898,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8899,4,Business,Economy Class,1.0,2.0,2.0,1.0,1.0,,3.0,no
8900,6,Solo Leisure,Business Class,4.0,4.0,3.0,2.0,2.0,,3.0,yes
8901,1,Couple Leisure,Economy Class,,,,,,,1.0,no
8902,1,Solo Leisure,Economy Class,,,,2.0,,,1.0,no
8903,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
8904,3,Solo Leisure,Economy Class,1.0,2.0,2.0,3.0,1.0,,3.0,no
8905,1,Solo Leisure,Business Class,5.0,5.0,,5.0,,,5.0,yes
8906,1,Couple Leisure,Economy Class,3.0,1.0,3.0,1.0,,,2.0,no
8907,7,Solo Leisure,Business Class,3.0,4.0,3.0,5.0,4.0,,3.0,yes
8908,1,Business,Business Class,5.0,5.0,5.0,5.0,,,4.0,yes
8909,7,Business,Business Class,2.0,4.0,3.0,1.0,,,3.0,yes
8910,8,Business,Business Class,4.0,5.0,4.0,2.0,1.0,,5.0,yes
8911,9,Business,Business Class,4.0,5.0,5.0,4.0,,,5.0,yes
8912,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,,5.0,yes
8913,4,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,,3.0,no
8914,1,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,3.0,,4.0,no
8915,9,Family Leisure,Business Class,,,,,,,3.0,yes
8916,1,Couple Leisure,Business Class,,,,,,,1.0,no
8917,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8918,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8919,2,Couple Leisure,Economy Class,2.0,2.0,2.0,2.0,2.0,,1.0,no
8920,9,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,5.0,5.0,yes
8921,7,Solo Leisure,Economy Class,5.0,1.0,3.0,5.0,5.0,,5.0,yes
8922,4,Solo Leisure,Economy Class,2.0,4.0,1.0,4.0,2.0,5.0,2.0,no
8923,2,Family Leisure,Economy Class,4.0,1.0,4.0,1.0,2.0,,1.0,no
8924,5,Family Leisure,Economy Class,4.0,3.0,3.0,4.0,3.0,2.0,4.0,yes
8925,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8926,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8927,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8928,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8929,1,Family Leisure,Economy Class,,,,,,,1.0,no
8930,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8931,1,Business,Business Class,5.0,5.0,5.0,4.0,5.0,5.0,5.0,yes
8932,1,Solo Leisure,Economy Class,1.0,2.0,2.0,2.0,2.0,,1.0,no
8933,3,Solo Leisure,Economy Class,4.0,1.0,3.0,3.0,4.0,,3.0,no
8934,4,Couple Leisure,Economy Class,4.0,2.0,3.0,3.0,3.0,,4.0,no
8935,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,5.0,,5.0,yes
8936,1,Solo Leisure,Economy Class,1.0,1.0,2.0,3.0,4.0,3.0,3.0,no
8937,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8938,1,Solo Leisure,Economy Class,,,,,,,2.0,no
8939,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,4.0,4.0,2.0,no
8940,1,Solo Leisure,Economy Class,2.0,3.0,2.0,2.0,2.0,1.0,2.0,no
8941,2,Family Leisure,Economy Class,3.0,1.0,2.0,2.0,3.0,,2.0,no
8942,2,Family Leisure,Economy Class,5.0,4.0,4.0,1.0,3.0,,2.0,no
8943,9,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,,5.0,yes
8944,1,Solo Leisure,Economy Class,1.0,2.0,1.0,2.0,,1.0,1.0,no
8945,3,Couple Leisure,Business Class,1.0,2.0,1.0,2.0,2.0,,1.0,no
8946,5,Solo Leisure,Economy Class,3.0,2.0,2.0,5.0,3.0,4.0,2.0,no
8947,2,Couple Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
8948,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8949,1,Couple Leisure,Economy Class,1.0,1.0,1.0,5.0,2.0,5.0,1.0,no
8950,2,Solo Leisure,Economy Class,2.0,4.0,1.0,1.0,2.0,2.0,1.0,no
8951,1,Family Leisure,Economy Class,3.0,4.0,3.0,1.0,3.0,,1.0,no
8952,1,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,3.0,1.0,1.0,no
8953,8,Business,Economy Class,5.0,5.0,3.0,5.0,3.0,,4.0,yes
8954,2,Solo Leisure,Economy Class,4.0,4.0,2.0,1.0,1.0,1.0,1.0,no
8955,1,Couple Leisure,Economy Class,1.0,1.0,1.0,2.0,3.0,1.0,1.0,no
8956,2,Couple Leisure,Business Class,2.0,1.0,1.0,3.0,2.0,4.0,1.0,no
8957,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8958,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8959,1,Business,Economy Class,2.0,1.0,,1.0,,,1.0,no
8960,1,Family Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,3.0,1.0,no
8961,8,Solo Leisure,Business Class,5.0,5.0,5.0,2.0,5.0,,4.0,yes
8962,6,Solo Leisure,Economy Class,4.0,3.0,4.0,4.0,3.0,,4.0,yes
8963,1,Solo Leisure,Economy Class,1.0,1.0,2.0,3.0,1.0,1.0,1.0,no
8964,1,Family Leisure,Economy Class,4.0,5.0,5.0,4.0,,,1.0,no
8965,1,Business,Economy Class,1.0,1.0,1.0,3.0,,,1.0,no
8966,3,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,3.0,,1.0,no
8967,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,3.0,,2.0,no
8968,2,Couple Leisure,Economy Class,2.0,1.0,,1.0,3.0,,2.0,no
8969,2,Couple Leisure,Premium Economy,3.0,5.0,2.0,2.0,1.0,2.0,1.0,no
8970,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
8971,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8972,1,Family Leisure,Economy Class,2.0,2.0,3.0,1.0,3.0,1.0,1.0,no
8973,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8974,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,3.0,3.0,1.0,no
8975,4,Couple Leisure,Business Class,3.0,1.0,2.0,3.0,3.0,3.0,1.0,no
8976,1,Solo Leisure,Economy Class,4.0,1.0,,1.0,,,1.0,no
8977,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8978,4,Family Leisure,Economy Class,3.0,3.0,2.0,2.0,3.0,,2.0,no
8979,1,Solo Leisure,Economy Class,2.0,1.0,1.0,2.0,2.0,3.0,1.0,no
8980,5,Business,Economy Class,2.0,3.0,2.0,3.0,2.0,,3.0,no
8981,3,Couple Leisure,Economy Class,5.0,2.0,1.0,1.0,4.0,,1.0,no
8982,7,Couple Leisure,Business Class,4.0,5.0,5.0,1.0,4.0,5.0,3.0,yes
8983,2,Business,Economy Class,3.0,5.0,3.0,3.0,5.0,5.0,1.0,no
8984,2,Family Leisure,Economy Class,2.0,4.0,2.0,1.0,2.0,3.0,1.0,no
8985,3,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no
8986,1,Couple Leisure,Economy Class,2.0,,,1.0,,,1.0,no
8987,9,Solo Leisure,First Class,5.0,5.0,5.0,5.0,4.0,3.0,5.0,yes
8988,5,Solo Leisure,Economy Class,3.0,4.0,2.0,3.0,2.0,,3.0,no
8989,1,Business,Economy Class,,,,1.0,,,1.0,no
8990,1,Solo Leisure,Economy Class,,,,,,,1.0,no
8991,3,Solo Leisure,Economy Class,4.0,4.0,2.0,3.0,4.0,,2.0,no
8992,1,Solo Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no
8993,1,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,4.0,1.0,2.0,no
8994,6,Family Leisure,Economy Class,3.0,1.0,2.0,1.0,3.0,1.0,3.0,yes
8995,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,,1.0,no
8996,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
8997,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8998,1,Solo Leisure,Economy Class,3.0,3.0,3.0,2.0,2.0,2.0,3.0,no
8999,1,Solo Leisure,Economy Class,2.0,3.0,3.0,1.0,2.0,,2.0,no
9000,1,Couple Leisure,Economy Class,1.0,1.0,2.0,2.0,1.0,1.0,1.0,no
9001,1,Business,Business Class,2.0,5.0,5.0,1.0,5.0,,1.0,no
9002,1,Business,Economy Class,1.0,4.0,3.0,3.0,,,1.0,no
9003,1,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
9004,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9005,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9006,1,Family Leisure,Economy Class,,,,,,,1.0,no
9007,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9008,1,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,2.0,2.0,2.0,no
9009,8,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,5.0,,5.0,yes
9010,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9011,1,Family Leisure,Economy Class,1.0,1.0,3.0,1.0,2.0,1.0,1.0,no
9012,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9013,5,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,3.0,2.0,no
9014,1,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes
9015,5,Solo Leisure,Business Class,4.0,2.0,4.0,5.0,4.0,4.0,4.0,yes
9016,1,Couple Leisure,Economy Class,3.0,5.0,3.0,1.0,4.0,3.0,3.0,no
9017,3,Family Leisure,Business Class,2.0,2.0,1.0,1.0,2.0,1.0,1.0,no
9018,1,Family Leisure,Economy Class,,,,,,,1.0,no
9019,1,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,5.0,,5.0,yes
9020,2,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,4.0,,2.0,no
9021,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
9022,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,2.0,2.0,1.0,no
9023,1,Solo Leisure,Economy Class,1.0,1.0,4.0,1.0,1.0,1.0,1.0,no
9024,1,Solo Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,,1.0,no
9025,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9026,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
9027,1,Couple Leisure,Economy Class,1.0,5.0,4.0,1.0,3.0,,1.0,no
9028,2,Couple Leisure,Economy Class,1.0,2.0,3.0,2.0,1.0,2.0,2.0,no
9029,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,3.0,1.0,no
9030,8,Couple Leisure,Economy Class,4.0,4.0,4.0,2.0,2.0,,3.0,yes
9031,1,Family Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no
9032,8,Family Leisure,Economy Class,3.0,5.0,3.0,5.0,4.0,,5.0,yes
9033,1,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,,1.0,no
9034,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9035,2,Business,Economy Class,1.0,3.0,3.0,3.0,1.0,,1.0,no
9036,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
9037,9,,Economy Class,4.0,4.0,4.0,,3.0,,5.0,yes
9038,2,Family Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
9039,2,Family Leisure,Premium Economy,4.0,3.0,3.0,1.0,4.0,,2.0,no
9040,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9041,1,Solo Leisure,Economy Class,1.0,1.0,2.0,2.0,2.0,1.0,1.0,no
9042,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9043,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9044,2,Family Leisure,Economy Class,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no
9045,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
9046,6,Business,Economy Class,4.0,4.0,,4.0,,,4.0,yes
9047,9,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,,,5.0,yes
9048,8,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,,,4.0,yes
9049,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9050,2,Business,Economy Class,2.0,2.0,1.0,2.0,,,2.0,no
9051,1,Couple Leisure,Economy Class,2.0,3.0,1.0,2.0,1.0,1.0,1.0,no
9052,1,Couple Leisure,Economy Class,3.0,3.0,2.0,1.0,,1.0,1.0,no
9053,5,Couple Leisure,Economy Class,2.0,3.0,2.0,2.0,,,2.0,yes
9054,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9055,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9056,2,Solo Leisure,Economy Class,,,,3.0,,,1.0,no
9057,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,,1.0,1.0,no
9058,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9059,7,Business,Business Class,3.0,5.0,2.0,1.0,,,3.0,no
9060,3,Business,Economy Class,4.0,3.0,,2.0,,,1.0,no
9061,2,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,2.0,no
9062,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9063,3,Family Leisure,Economy Class,3.0,2.0,,1.0,,,1.0,no
9064,2,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
9065,1,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
9066,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
9067,1,Business,Economy Class,3.0,2.0,,1.0,,,1.0,no
9068,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9069,1,Couple Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,,1.0,no
9070,7,Business,Economy Class,3.0,1.0,,4.0,,,4.0,yes
9071,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9072,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
9073,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,yes
9074,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
9075,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9076,4,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,,2.0,no
9077,5,Couple Leisure,Economy Class,3.0,4.0,,1.0,,,3.0,yes
9078,7,Couple Leisure,Premium Economy,5.0,5.0,4.0,5.0,4.0,,5.0,yes
9079,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9080,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9081,6,Couple Leisure,Economy Class,3.0,4.0,5.0,5.0,1.0,1.0,3.0,yes
9082,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9083,1,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,,1.0,no
9084,1,Business,Economy Class,,,,,,,1.0,no
9085,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,2.0,no
9086,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9087,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9088,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,3.0,no
9089,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,1.0,,1.0,no
9090,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
9091,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9092,1,Business,Economy Class,3.0,1.0,,1.0,,,3.0,no
9093,1,Solo Leisure,Economy Class,2.0,1.0,,1.0,,,1.0,no
9094,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
9095,7,Family Leisure,Economy Class,3.0,4.0,3.0,3.0,,,4.0,yes
9096,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9097,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,,,1.0,no
9098,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
9099,1,Couple Leisure,Economy Class,1.0,,,1.0,,,1.0,no
9100,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9101,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
9102,2,Couple Leisure,Economy Class,5.0,5.0,3.0,1.0,,,1.0,no
9103,7,Couple Leisure,Economy Class,4.0,3.0,4.0,4.0,,,5.0,yes
9104,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9105,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9106,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9107,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
9108,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9109,2,Business,Business Class,4.0,3.0,3.0,1.0,,,1.0,no
9110,1,Solo Leisure,Economy Class,2.0,2.0,,1.0,,,1.0,no
9111,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,,,1.0,no
9112,1,Couple Leisure,Economy Class,,,,,,,1.0,no
9113,1,Business,Premium Economy,,,,,,,1.0,no
9114,1,Business,Premium Economy,2.0,1.0,,1.0,,,2.0,no
9115,1,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,,,3.0,no
9116,1,Business,Business Class,3.0,3.0,,1.0,,,1.0,no
9117,3,Business,Business Class,4.0,4.0,2.0,1.0,1.0,1.0,1.0,no
9118,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
9119,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9120,2,Solo Leisure,Economy Class,3.0,4.0,1.0,1.0,4.0,,2.0,no
9121,1,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
9122,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9123,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
9124,1,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
9125,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
9126,1,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
9127,1,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,,,2.0,no
