Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Profile
18442,9,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
18443,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
18444,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,4.0,yes,Promoter
18445,7,Solo Leisure,Economy Class,3.0,5.0,4.0,1.0,1.0,1.0,5.0,yes,Passive
18446,3,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
18447,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18448,3,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18449,2,Business,Economy Class,1.0,3.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
18450,1,Couple Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
18451,9,Solo Leisure,Economy Class,5.0,4.0,1.0,4.0,1.0,1.0,5.0,yes,Promoter
18452,7,Solo Leisure,Economy Class,4.0,4.0,1.0,3.0,1.0,1.0,4.0,yes,Passive
18453,9,Solo Leisure,Economy Class,5.0,5.0,4.0,1.0,0.0,1.0,5.0,yes,Promoter
18454,8,Solo Leisure,Economy Class,3.0,5.0,0.0,1.0,0.0,1.0,4.0,yes,Passive
18455,1,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,0.0,1.0,5.0,yes,Detractor
18456,1,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,0.0,1.0,5.0,yes,Detractor
18457,1,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,4.0,1.0,5.0,yes,Detractor
18458,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18459,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18460,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18461,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18462,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18463,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18464,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18465,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18466,1,Couple Leisure,Economy Class,2.0,5.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18467,8,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,3.0,yes,Passive
18468,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18469,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18470,7,Family Leisure,Economy Class,3.0,5.0,1.0,3.0,1.0,1.0,5.0,yes,Passive
18471,6,Business,Economy Class,4.0,4.0,3.0,4.0,1.0,1.0,3.0,no,Detractor
18472,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18473,8,Solo Leisure,Economy Class,3.0,5.0,1.0,5.0,1.0,1.0,4.0,yes,Passive
18474,1,Couple Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
18475,3,Solo Leisure,Economy Class,0.0,0.0,0.0,1.0,0.0,1.0,0.0,no,Detractor
18476,7,Solo Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,3.0,yes,Passive
18477,8,Solo Leisure,Premium Economy,3.0,3.0,1.0,1.0,1.0,1.0,3.0,yes,Passive
18478,7,Solo Leisure,First Class,5.0,4.0,1.0,1.0,1.0,1.0,3.0,yes,Passive
18479,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18480,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
18481,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Passive
18482,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Promoter
18483,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Passive
18484,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18485,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18486,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
18487,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Promoter
18488,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
18489,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,yes,Passive
18490,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18491,7,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Passive
18492,9,Solo Leisure,First Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18493,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18494,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18495,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18496,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18497,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18498,3,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18499,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18500,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18501,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18502,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18503,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18504,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18505,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18506,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18507,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18508,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18509,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18510,8,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,1.0,1.0,3.0,yes,Passive
18511,2,Solo Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
18512,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18513,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18514,9,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Promoter
18515,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18516,9,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
18517,1,Couple Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
18518,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18519,7,Couple Leisure,Economy Class,2.0,3.0,2.0,4.0,1.0,1.0,3.0,no,Passive
18520,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18521,8,Family Leisure,Economy Class,2.0,4.0,3.0,3.0,1.0,1.0,3.0,yes,Passive
18522,1,Family Leisure,Economy Class,1.0,3.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
18523,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18524,1,Couple Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18525,2,Family Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18526,2,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18527,9,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,5.0,5.0,4.0,yes,Promoter
18528,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18529,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18530,8,Family Leisure,Economy Class,4.0,5.0,1.0,4.0,2.0,2.0,3.0,yes,Passive
18531,1,Solo Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
18532,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18533,9,Couple Leisure,Economy Class,3.0,4.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
18534,9,Couple Leisure,Economy Class,5.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Promoter
18535,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
18536,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18537,1,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18538,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18539,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18540,1,Business,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18541,1,Business,Economy Class,4.0,5.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
18542,8,Family Leisure,Economy Class,4.0,4.0,4.0,3.0,5.0,2.0,4.0,yes,Passive
18543,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
18544,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18545,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18546,1,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18547,4,Couple Leisure,Economy Class,4.0,3.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
18548,7,Family Leisure,Economy Class,4.0,3.0,3.0,4.0,1.0,1.0,3.0,yes,Passive
18549,2,Business,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18550,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18551,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18552,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18553,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18554,8,Couple Leisure,Economy Class,3.0,4.0,3.0,2.0,3.0,1.0,5.0,yes,Passive
18555,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18556,7,Family Leisure,Economy Class,4.0,4.0,3.0,3.0,2.0,1.0,3.0,yes,Passive
18557,1,Business,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
18558,2,Business,Economy Class,3.0,1.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
18559,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18560,5,Solo Leisure,Economy Class,2.0,2.0,5.0,2.0,4.0,1.0,4.0,yes,Detractor
18561,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18562,5,Couple Leisure,Economy Class,3.0,1.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
18563,2,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,3.0,1.0,no,Detractor
18564,2,Couple Leisure,Economy Class,2.0,2.0,3.0,2.0,3.0,1.0,1.0,no,Detractor
18565,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,2.0,2.0,no,Detractor
18566,8,Couple Leisure,First Class,2.0,3.0,3.0,3.0,1.0,1.0,3.0,yes,Passive
18567,5,Family Leisure,Economy Class,2.0,3.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
18568,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18569,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18570,8,Business,Economy Class,3.0,3.0,3.0,4.0,1.0,1.0,4.0,yes,Passive
18571,8,Solo Leisure,Economy Class,4.0,4.0,1.0,4.0,1.0,1.0,4.0,yes,Passive
18572,2,Couple Leisure,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
18573,7,Family Leisure,Economy Class,3.0,4.0,1.0,4.0,1.0,1.0,2.0,yes,Passive
18574,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18575,1,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
18576,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18577,8,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Passive
18578,5,Business,Economy Class,2.0,3.0,2.0,3.0,1.0,1.0,5.0,yes,Detractor
18579,2,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18580,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18581,6,Solo Leisure,Economy Class,3.0,4.0,3.0,3.0,1.0,1.0,5.0,yes,Detractor
18582,3,Family Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
18583,2,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
18584,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18585,4,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18586,1,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18587,2,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18588,3,Solo Leisure,Economy Class,2.0,1.0,2.0,3.0,1.0,1.0,2.0,no,Detractor
18589,8,Business,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Passive
18590,9,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Promoter
18591,9,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
18592,8,Couple Leisure,Economy Class,3.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Passive
18593,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
18594,9,Solo Leisure,Economy Class,3.0,5.0,5.0,4.0,2.0,1.0,4.0,yes,Promoter
18595,1,Solo Leisure,Economy Class,1.0,1.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
18596,8,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,1.0,1.0,5.0,yes,Passive
18597,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18598,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18599,8,Solo Leisure,Economy Class,4.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Passive
18600,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
18601,1,Solo Leisure,Economy Class,0.0,1.0,0.0,1.0,0.0,1.0,1.0,no,Detractor
18602,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18603,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18604,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
18605,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
18606,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18607,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18608,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18609,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18610,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18611,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18612,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18613,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18614,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18615,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18616,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18617,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18618,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
18619,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18620,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18621,1,Couple Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
18622,5,Couple Leisure,Economy Class,3.0,3.0,3.0,3.0,1.0,1.0,3.0,no,Detractor
18623,7,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,1.0,1.0,3.0,yes,Passive
18624,9,Couple Leisure,Economy Class,4.0,5.0,5.0,3.0,3.0,1.0,4.0,yes,Promoter
18625,1,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,2.0,1.0,3.0,yes,Detractor
18626,8,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,2.0,1.0,4.0,yes,Passive
18627,6,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,0.0,1.0,4.0,yes,Detractor
18628,9,Solo Leisure,Economy Class,4.0,5.0,5.0,1.0,2.0,1.0,5.0,yes,Promoter
18629,6,Solo Leisure,Economy Class,3.0,4.0,0.0,1.0,0.0,1.0,3.0,yes,Detractor
18630,1,Solo Leisure,Economy Class,2.0,2.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
18631,5,Solo Leisure,Economy Class,4.0,3.0,3.0,1.0,0.0,1.0,4.0,yes,Detractor
18632,6,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,2.0,1.0,4.0,yes,Detractor
18633,4,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,3.0,1.0,3.0,no,Detractor
18634,1,Couple Leisure,Business Class,5.0,5.0,4.0,5.0,1.0,1.0,4.0,yes,Detractor
18635,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18636,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18637,1,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18638,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18639,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18640,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18641,1,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,3.0,3.0,4.0,no,Detractor
18642,1,Family Leisure,Business Class,2.0,3.0,2.0,2.0,1.0,1.0,1.0,no,Detractor
18643,7,Business,Business Class,2.0,3.0,1.0,3.0,1.0,1.0,3.0,yes,Passive
18644,7,Business,Business Class,4.0,3.0,2.0,4.0,1.0,1.0,4.0,yes,Passive
18645,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18646,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18647,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18648,9,Family Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,1.0,5.0,yes,Promoter
18649,1,Solo Leisure,Business Class,5.0,5.0,4.0,3.0,1.0,1.0,5.0,yes,Detractor
18650,5,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,3.0,no,Detractor
18651,8,Solo Leisure,Economy Class,5.0,4.0,4.0,4.0,1.0,1.0,3.0,yes,Passive
18652,1,Business,Business Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
18653,7,Couple Leisure,Business Class,2.0,4.0,2.0,4.0,1.0,1.0,2.0,yes,Passive
18654,9,Business,Economy Class,4.0,5.0,4.0,4.0,4.0,1.0,5.0,yes,Promoter
18655,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18656,9,Business,Business Class,3.0,5.0,5.0,4.0,5.0,1.0,4.0,yes,Promoter
18657,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18658,1,Solo Leisure,Economy Class,3.0,5.0,4.0,1.0,4.0,4.0,1.0,no,Detractor
18659,3,Couple Leisure,Business Class,5.0,4.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
18660,1,Family Leisure,Economy Class,2.0,1.0,2.0,2.0,2.0,1.0,2.0,no,Detractor
18661,2,Solo Leisure,Economy Class,3.0,2.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
18662,3,Business,Economy Class,2.0,1.0,2.0,3.0,1.0,1.0,3.0,no,Detractor
18663,6,Solo Leisure,Economy Class,3.0,1.0,3.0,4.0,2.0,1.0,3.0,no,Detractor
18664,2,Business,Business Class,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
18665,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18666,8,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,2.0,1.0,3.0,yes,Passive
18667,8,Couple Leisure,Business Class,5.0,4.0,5.0,4.0,2.0,1.0,3.0,yes,Passive
18668,2,Business,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
18669,1,Family Leisure,Economy Class,3.0,3.0,2.0,5.0,1.0,1.0,1.0,no,Detractor
18670,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18671,2,Solo Leisure,Business Class,2.0,3.0,3.0,2.0,2.0,1.0,1.0,no,Detractor
18672,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18673,4,Solo Leisure,Business Class,1.0,2.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
18674,6,Business,Economy Class,2.0,3.0,3.0,3.0,1.0,1.0,4.0,yes,Detractor
18675,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
18676,5,Business,Business Class,1.0,5.0,4.0,3.0,1.0,1.0,2.0,yes,Detractor
18677,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18678,4,Solo Leisure,Business Class,3.0,3.0,2.0,2.0,1.0,1.0,3.0,no,Detractor
18679,2,Couple Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,3.0,no,Detractor
18680,8,Business,Economy Class,3.0,4.0,3.0,3.0,3.0,1.0,5.0,yes,Passive
18681,8,Business,Economy Class,4.0,4.0,3.0,5.0,3.0,1.0,5.0,yes,Passive
18682,9,Couple Leisure,Economy Class,3.0,4.0,4.0,4.0,4.0,4.0,4.0,yes,Promoter
18683,9,Couple Leisure,Economy Class,3.0,4.0,4.0,4.0,4.0,4.0,4.0,yes,Promoter
18684,1,Couple Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
18685,2,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
18686,9,Couple Leisure,Economy Class,4.0,5.0,4.0,4.0,4.0,1.0,4.0,yes,Promoter
18687,8,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,1.0,1.0,4.0,yes,Passive
18688,7,Solo Leisure,Economy Class,2.0,4.0,4.0,4.0,5.0,1.0,4.0,yes,Passive
18689,8,Couple Leisure,Business Class,3.0,3.0,3.0,3.0,1.0,1.0,2.0,no,Passive
18690,3,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
18691,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
18692,9,Business,Business Class,4.0,5.0,4.0,3.0,1.0,1.0,3.0,yes,Promoter
18693,9,Couple Leisure,Business Class,4.0,5.0,4.0,4.0,1.0,1.0,4.0,yes,Promoter
18694,8,Business,Economy Class,4.0,3.0,3.0,4.0,2.0,1.0,4.0,yes,Passive
18695,8,Business,Business Class,4.0,5.0,4.0,4.0,3.0,1.0,5.0,yes,Passive
18696,2,Family Leisure,Economy Class,2.0,3.0,2.0,3.0,1.0,1.0,2.0,no,Detractor
18697,6,Business,Economy Class,2.0,3.0,3.0,3.0,2.0,1.0,4.0,yes,Detractor
18698,3,Couple Leisure,Economy Class,1.0,3.0,3.0,3.0,1.0,1.0,3.0,no,Detractor
18699,3,Family Leisure,Economy Class,2.0,1.0,1.0,3.0,1.0,1.0,2.0,no,Detractor
18700,3,Family Leisure,Economy Class,2.0,2.0,1.0,3.0,1.0,1.0,3.0,no,Detractor
18701,7,Business,Economy Class,4.0,3.0,3.0,4.0,3.0,1.0,4.0,yes,Passive
