Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Profile
7247,6,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,1.0,4.0,yes,Detractor
7248,9,Solo Leisure,Economy Class,5.0,4.0,4.0,1.0,1.0,1.0,4.0,yes,Promoter
7249,7,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,1.0,3.0,no,Passive
7250,1,Solo Leisure,Business Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7251,9,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,0.0,1.0,5.0,yes,Promoter
7252,8,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,0.0,1.0,5.0,yes,Passive
7253,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,0.0,1.0,1.0,no,Detractor
7254,6,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,0.0,1.0,4.0,yes,Detractor
7255,7,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,0.0,1.0,4.0,yes,Passive
7256,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7257,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7258,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7259,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
7260,3,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7261,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
7262,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7263,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7264,3,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
7265,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7266,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7267,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7268,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7269,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7270,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7271,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7272,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7273,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7274,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7275,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7276,5,Family Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,3.0,no,Detractor
7277,1,Couple Leisure,Premium Economy,4.0,4.0,1.0,4.0,1.0,1.0,5.0,yes,Detractor
7278,1,Solo Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Detractor
7279,8,Couple Leisure,Economy Class,3.0,4.0,1.0,4.0,1.0,1.0,5.0,yes,Passive
7280,8,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,1.0,1.0,5.0,yes,Passive
7281,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7282,3,Family Leisure,Economy Class,2.0,3.0,1.0,3.0,3.0,3.0,2.0,no,Detractor
7283,3,Business,Business Class,5.0,5.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
7284,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
7285,3,Business,Economy Class,4.0,3.0,1.0,4.0,1.0,3.0,2.0,no,Detractor
7286,2,Couple Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
7287,1,Family Leisure,Economy Class,2.0,3.0,1.0,2.0,1.0,1.0,3.0,no,Detractor
7288,9,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Promoter
7289,9,Solo Leisure,Economy Class,5.0,5.0,1.0,5.0,1.0,1.0,5.0,yes,Promoter
7290,8,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Passive
7291,5,Solo Leisure,Economy Class,3.0,3.0,2.0,3.0,1.0,1.0,3.0,yes,Detractor
7292,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
7293,6,Business,Economy Class,4.0,3.0,1.0,4.0,1.0,1.0,3.0,yes,Detractor
7294,7,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,1.0,1.0,5.0,yes,Passive
7295,9,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,1.0,1.0,5.0,yes,Promoter
7296,9,Solo Leisure,Economy Class,5.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Promoter
7297,9,Couple Leisure,Economy Class,5.0,5.0,5.0,1.0,1.0,1.0,5.0,yes,Promoter
7298,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7299,4,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,4.0,no,Detractor
7300,7,Couple Leisure,Business Class,4.0,4.0,3.0,3.0,1.0,1.0,4.0,yes,Passive
7301,7,Couple Leisure,Business Class,3.0,4.0,3.0,4.0,1.0,1.0,4.0,yes,Passive
7302,8,Couple Leisure,Business Class,3.0,4.0,4.0,4.0,1.0,1.0,4.0,yes,Passive
7303,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7304,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7305,1,Family Leisure,Business Class,3.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
7306,8,Couple Leisure,Business Class,3.0,4.0,4.0,3.0,1.0,1.0,4.0,yes,Passive
7307,7,Couple Leisure,Business Class,3.0,4.0,3.0,2.0,1.0,1.0,4.0,yes,Passive
7308,6,Couple Leisure,Business Class,3.0,3.0,3.0,3.0,1.0,1.0,4.0,yes,Detractor
7309,1,Family Leisure,Business Class,3.0,2.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
7310,1,Couple Leisure,Premium Economy,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7311,1,Family Leisure,Economy Class,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7312,5,Business,Economy Class,3.0,4.0,3.0,4.0,2.0,1.0,5.0,yes,Detractor
7313,7,Solo Leisure,Economy Class,4.0,3.0,4.0,4.0,1.0,1.0,4.0,yes,Passive
7314,9,Business,Business Class,5.0,5.0,4.0,5.0,1.0,1.0,4.0,yes,Promoter
7315,8,Business,Business Class,4.0,5.0,4.0,4.0,1.0,1.0,4.0,yes,Passive
7316,4,Business,Economy Class,2.0,2.0,2.0,3.0,1.0,1.0,2.0,no,Detractor
7317,9,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
7318,7,Business,Economy Class,3.0,3.0,3.0,3.0,1.0,1.0,4.0,yes,Passive
7319,1,Business,Economy Class,2.0,3.0,3.0,3.0,2.0,1.0,2.0,no,Detractor
7320,5,Business,Economy Class,4.0,1.0,1.0,4.0,1.0,1.0,4.0,no,Detractor
7321,7,Business,Economy Class,4.0,4.0,4.0,5.0,1.0,1.0,5.0,yes,Passive
7322,2,Business,Economy Class,4.0,3.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
7323,3,Solo Leisure,Economy Class,3.0,1.0,2.0,3.0,1.0,1.0,2.0,no,Detractor
7324,4,Couple Leisure,Business Class,4.0,5.0,5.0,1.0,1.0,1.0,2.0,yes,Detractor
7325,7,Business,Business Class,3.0,3.0,2.0,1.0,1.0,1.0,4.0,yes,Passive
7326,7,Solo Leisure,Business Class,3.0,4.0,4.0,2.0,1.0,1.0,3.0,yes,Passive
7327,2,Couple Leisure,Economy Class,3.0,1.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
7328,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7329,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7330,2,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7331,8,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7332,9,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
7333,6,Solo Leisure,Business Class,4.0,4.0,4.0,1.0,1.0,1.0,4.0,yes,Detractor
7334,9,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Promoter
7335,5,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7336,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7337,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7338,4,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7339,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Detractor
7340,3,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7341,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7342,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7343,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7344,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7345,7,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7346,7,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Passive
7347,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7348,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7349,2,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7350,9,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Promoter
7351,7,Solo Leisure,Business Class,3.0,5.0,5.0,4.0,3.0,1.0,5.0,yes,Passive
7352,2,Couple Leisure,Economy Class,2.0,1.0,1.0,3.0,2.0,1.0,1.0,no,Detractor
7353,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7354,2,Family Leisure,Business Class,1.0,2.0,3.0,1.0,2.0,1.0,1.0,no,Detractor
7355,2,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
7356,2,Family Leisure,Economy Class,3.0,3.0,1.0,1.0,3.0,3.0,1.0,no,Detractor
7357,2,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7358,3,Solo Leisure,Economy Class,4.0,2.0,2.0,1.0,1.0,1.0,4.0,no,Detractor
7359,1,Solo Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7360,1,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7361,3,Solo Leisure,Business Class,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7362,8,Solo Leisure,Business Class,5.0,4.0,4.0,1.0,3.0,3.0,5.0,yes,Passive
7363,1,Family Leisure,Business Class,1.0,4.0,3.0,4.0,1.0,1.0,1.0,no,Detractor
7364,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7365,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7366,8,Family Leisure,Premium Economy,4.0,4.0,4.0,3.0,5.0,4.0,5.0,yes,Passive
7367,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7368,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7369,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7370,1,Couple Leisure,Economy Class,3.0,4.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
7371,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7372,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7373,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7374,1,Business,Business Class,3.0,5.0,5.0,5.0,3.0,1.0,5.0,yes,Detractor
7375,2,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7376,1,Business,Business Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7377,1,Solo Leisure,Economy Class,4.0,1.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
7378,2,Couple Leisure,Economy Class,2.0,4.0,1.0,2.0,2.0,1.0,1.0,no,Detractor
7379,2,Solo Leisure,Economy Class,3.0,4.0,1.0,2.0,2.0,1.0,1.0,no,Detractor
7380,1,Couple Leisure,Economy Class,1.0,4.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
7381,2,Family Leisure,Business Class,3.0,1.0,2.0,1.0,2.0,2.0,1.0,no,Detractor
7382,1,Couple Leisure,Business Class,1.0,3.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
7383,1,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,1.0,no,Detractor
7384,1,Business,Business Class,2.0,3.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
7385,3,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,3.0,1.0,1.0,no,Detractor
7386,1,Couple Leisure,Business Class,3.0,4.0,4.0,1.0,2.0,1.0,1.0,no,Detractor
7387,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7388,4,Couple Leisure,Economy Class,1.0,1.0,1.0,4.0,2.0,1.0,4.0,yes,Detractor
7389,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7390,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7391,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7392,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7393,2,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
7394,1,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7395,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7396,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7397,4,Couple Leisure,Premium Economy,1.0,4.0,3.0,1.0,3.0,1.0,3.0,no,Detractor
7398,2,Family Leisure,Economy Class,3.0,3.0,1.0,4.0,1.0,1.0,3.0,no,Detractor
7399,5,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
7400,2,Couple Leisure,Business Class,2.0,3.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
7401,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7402,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7403,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7404,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7405,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7406,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,2.0,2.0,1.0,no,Detractor
7407,1,Family Leisure,Premium Economy,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
7408,8,Solo Leisure,Economy Class,3.0,4.0,4.0,4.0,2.0,1.0,4.0,yes,Passive
7409,3,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7410,2,Family Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7411,1,Family Leisure,Economy Class,2.0,5.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7412,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7413,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7414,1,Family Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
7415,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7416,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7417,5,Business,Economy Class,3.0,5.0,2.0,2.0,3.0,1.0,3.0,yes,Detractor
7418,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7419,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7420,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7421,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7422,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7423,1,Solo Leisure,Business Class,3.0,5.0,5.0,1.0,2.0,1.0,3.0,no,Detractor
7424,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7425,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7426,8,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Passive
7427,3,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7428,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7429,8,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Passive
7430,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
7431,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7432,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7433,1,Family Leisure,Economy Class,1.0,3.0,2.0,2.0,2.0,1.0,1.0,no,Detractor
7434,1,Family Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,4.0,no,Detractor
7435,1,Couple Leisure,Economy Class,1.0,1.0,3.0,4.0,1.0,1.0,1.0,no,Detractor
7436,1,Couple Leisure,Premium Economy,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7437,1,Couple Leisure,Economy Class,3.0,4.0,1.0,1.0,2.0,1.0,3.0,no,Detractor
7438,1,Solo Leisure,Premium Economy,1.0,2.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
7439,2,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
7440,1,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,1.0,1.0,2.0,no,Detractor
7441,4,Couple Leisure,Premium Economy,4.0,3.0,4.0,2.0,2.0,1.0,3.0,no,Detractor
7442,1,Business,Premium Economy,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7443,8,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,3.0,1.0,5.0,yes,Passive
7444,1,Couple Leisure,Premium Economy,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7445,2,Solo Leisure,Economy Class,4.0,1.0,3.0,4.0,2.0,1.0,1.0,no,Detractor
7446,2,Couple Leisure,Economy Class,2.0,2.0,2.0,3.0,1.0,1.0,2.0,no,Detractor
7447,3,Solo Leisure,Economy Class,3.0,2.0,2.0,2.0,1.0,1.0,3.0,no,Detractor
7448,10,Solo Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7449,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7450,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
7451,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7452,10,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Promoter
7453,3,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7454,6,Solo Leisure,Economy Class,4.0,4.0,3.0,2.0,5.0,3.0,4.0,yes,Detractor
7455,2,Couple Leisure,Economy Class,1.0,3.0,2.0,2.0,1.0,1.0,3.0,no,Detractor
7456,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7457,3,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,2.0,1.0,2.0,no,Detractor
7458,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7459,3,Solo Leisure,Economy Class,4.0,1.0,3.0,2.0,4.0,1.0,2.0,no,Detractor
7460,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7461,1,Couple Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7462,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7463,5,Couple Leisure,Premium Economy,3.0,5.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
7464,4,Couple Leisure,Economy Class,2.0,4.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
7465,3,Solo Leisure,Business Class,3.0,2.0,1.0,4.0,1.0,1.0,1.0,no,Detractor
7466,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7467,1,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,1.0,3.0,1.0,no,Detractor
7468,5,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,2.0,2.0,1.0,no,Detractor
7469,1,Family Leisure,Premium Economy,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7470,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
7471,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7472,2,Couple Leisure,Business Class,4.0,1.0,2.0,4.0,1.0,1.0,2.0,no,Detractor
7473,5,Business,Business Class,4.0,4.0,1.0,1.0,1.0,1.0,3.0,yes,Detractor
7474,4,Business,Business Class,2.0,3.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
7475,2,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,3.0,3.0,1.0,no,Detractor
7476,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7477,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7478,1,Solo Leisure,Economy Class,1.0,2.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
7479,8,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,3.0,1.0,4.0,yes,Passive
7480,8,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,4.0,1.0,5.0,yes,Passive
7481,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,5.0,yes,Detractor
7482,3,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
7483,1,Business,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
7484,2,Solo Leisure,Economy Class,1.0,4.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
7485,1,Solo Leisure,Business Class,2.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7486,4,Solo Leisure,Premium Economy,4.0,4.0,4.0,3.0,1.0,1.0,3.0,yes,Detractor
7487,2,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
7488,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7489,1,Business,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7490,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
7491,1,Business,Business Class,2.0,2.0,1.0,1.0,3.0,2.0,1.0,no,Detractor
7492,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7493,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7494,4,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
7495,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7496,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7497,3,Solo Leisure,Economy Class,2.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7498,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7499,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,3.0,no,Detractor
7500,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7501,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7502,2,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7503,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
7504,1,Family Leisure,Business Class,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
7505,3,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
7506,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
